"id","forklift_id","tanggal","pekerjaan","recommendation","next_pm","report_no","scanned_document","created_at","updated_at","deleted_at"
"110","14","2024-11-30","<p>pasang mesin, filter transmisi 1pc, oli transmiisi 7tr.</p>",NULL,NULL,"1097",NULL,"2024-12-27 07:45:20","2024-12-27 08:07:38","2024-12-27 08:07:38"
"111","188","2024-11-30","<p>Repair & Painting Fork Guard</p>",NULL,NULL,"1093",NULL,"2024-12-27 07:45:20","2024-12-27 08:07:38","2024-12-27 08:07:38"
"112","24","2024-11-29","<p>pasang starter 1pc. ( service starter )</p>",NULL,NULL,"1092",NULL,"2024-12-27 07:45:20","2024-12-27 08:07:38","2024-12-27 08:07:38"
"113","28","2024-11-29","<p>pasang fuel indikator 1pc (pt. pc patner)</p>",NULL,NULL,"1091",NULL,"2024-12-27 07:45:20","2024-12-27 08:07:38","2024-12-27 08:07:38"
"114","14","2024-11-29","<p>seal cranshaft 2pc. seal transmisi 1pc, karet mesin 2pc.</p>",NULL,NULL,"1090",NULL,"2024-12-27 07:45:20","2024-12-27 08:07:38","2024-12-27 08:07:38"
"115","28","2024-11-28","<p>SERVICE PM ( PC PATNER ) 1. filter oli 1pc 2. filter solar 1pc 3. oli mesin 8ltr      RECOMEND 1. fuel indikator 1pc</p>",NULL,NULL,"1089",NULL,"2024-12-27 07:45:20","2024-12-27 08:07:38","2024-12-27 08:07:38"
"116","3","2024-11-28","<p>SERVICE PM 1. filter oli 1pc 2. filter solar 1pc 3. oli mesin 8ltr          RECOMEND 1. mounting engine 2pc</p>",NULL,NULL,"1088",NULL,"2024-12-27 07:45:20","2024-12-27 08:07:38","2024-12-27 08:07:38"
"117","6","2024-11-28","<p>SERVICE PM 1. filter oli 1pc 2. filter solar 1pc 3. oli mesin 8ltr 4.oli ATF 0.5ltr                             RECOMEND 1.seal inching transmisi 1pc</p>",NULL,NULL,"1087",NULL,"2024-12-27 07:45:20","2024-12-27 08:07:38","2024-12-27 08:07:38"
"118","4","2024-11-28","<p>SERVICE PM 1. filter oli 1pc 2. filter solar 1pc 3. oli mesin 8ltr</p>",NULL,NULL,"1086",NULL,"2024-12-27 07:45:20","2024-12-27 08:07:38","2024-12-27 08:07:38"
"119","24","2024-11-28","<p>pasang mast. bushing mast 2pc. service starter.</p>",NULL,NULL,"1085",NULL,"2024-12-27 07:45:20","2024-12-27 08:07:38","2024-12-27 08:07:38"
"120","8","2024-11-26","<p>check klakson tidak hidup</p>",NULL,NULL,"1083",NULL,"2024-12-27 07:45:21","2024-12-27 08:07:38","2024-12-27 08:07:38"
"121","64","2024-11-26","<p>laporan forklift bocor oli hidrolik rekomendasi 1. seal kit lift cylinder 2. lampu depan kanan  3. switch lampu rem 4. bohlam rem 5. strobe light</p>",NULL,NULL,"1082",NULL,"2024-12-27 07:45:21","2024-12-27 08:07:38","2024-12-27 08:07:38"
"122","14","2024-11-26","<p>angkat mesin.</p>",NULL,NULL,"1081",NULL,"2024-12-27 07:45:21","2024-12-27 08:07:38","2024-12-27 08:07:38"
"123","59","2024-11-25","<p>pm, filter oli, filter solar, saringan udara. recomend, lampu mundur mati yang LED.</p>",NULL,NULL,"1080",NULL,"2024-12-27 07:45:21","2024-12-27 08:07:38","2024-12-27 08:07:38"
"124","64","2024-11-26","<p>pm, oli mesin, filter oli, filter solar. recomend, paking head bocor, saringan udara.</p>",NULL,NULL,"1079",NULL,"2024-12-27 07:45:21","2024-12-27 08:07:38","2024-12-27 08:07:38"
"125","64","2024-11-26","<p>pm, oli mesin, filter oli, filter solar. recomend, saringan udara.</p>",NULL,NULL,"1078",NULL,"2024-12-27 07:45:21","2024-12-27 08:07:38","2024-12-27 08:07:38"
"126","187","2024-11-25","<p>Preventive Maintenance</p>",NULL,NULL,"1077",NULL,"2024-12-27 07:45:21","2024-12-27 08:07:38","2024-12-27 08:07:38"
"127","24","2024-11-25","<p>rakit gear gardan</p>",NULL,NULL,"1075",NULL,"2024-12-27 07:45:21","2024-12-27 08:07:38","2024-12-27 08:07:38"
